N,vector_latency_ns,indirect_latency_ns
8388608,4.5299530029296875,5.91278076171875
16777216,4.5299530029296875,7.617473602294922
33554432,4.535913467407227,8.046627044677734
67108864,4.547834396362305,11.083483695983885
134217728,4.552304744720459,8.48621129989624
268435456,4.558265209197997,9.775906801223753
